@relation train_samples_wavelet4dl

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_9,0.198658,0.406773,0.147241,0.472558,0.296309,0.045214,0.333605,-0.06627,0.153604,0.120282,-0.044363,0.209666,0.070082,-0.039343,0.230704,0.38081,0.314515,0.248669,0.305854,0.611187,0.160506,0.385807,-0.343439,0.797844,-0.343809,0.101587,-0.472661,0.043569,0.50286,0.412519,-0.257357,0.017346,0.279651,0.131986,-0.050541,0.481958,-0.053978,-0.01505,0.275797,0.000811,0.078114
class_3,-0.164208,-0.262264,-0.235819,-0.239985,-0.129742,-0.222499,-0.266695,-0.217568,-0.145399,-0.141833,-0.128194,-0.121298,-0.139949,-0.161016,-0.088796,-0.149863,-0.120104,-0.138133,-0.10974,-0.102685,-0.086396,-0.210127,-0.088059,-0.124309,0.002545,-0.230054,0.081411,-0.221102,0.0173,-0.117401,-0.047782,-0.188926,-0.098409,0.512926,-0.050541,-0.058687,-0.053989,-0.015248,0.014845,0.001066,0.00295
class_1,0.384468,0.139991,0.397869,0.100823,0.373079,-0.140299,0.294482,0.068639,0.253545,-0.086811,0.093088,-0.147312,0.07078,-0.164469,-0.059568,-0.233441,0.045207,-0.098239,-0.024393,-0.181434,0.066091,-0.108553,0.0011,-0.114688,-0.454223,0.028784,-0.565955,-0.007176,-0.209466,-0.170947,-0.338816,-0.077108,0.279651,-0.153734,-0.050541,-0.058677,0.541399,-0.003609,-0.037545,0.027713,0.003893
class_9,0.11994,0.551727,0.201386,0.343495,0.18519,0.359125,0.294183,-0.082076,0.067093,0.256564,0.015248,0.145217,0.072042,-0.076451,0.115022,0.268686,0.230257,0.382294,0.004917,-0.024743,-0.050581,0.383635,0.020785,0.112699,-0.31645,0.187712,-0.408742,0.173892,-0.010473,0.306397,-0.234786,0.0945,-0.238852,0.179606,-0.050541,0.511698,-0.053989,-0.015145,-0.182708,0.000979,0.131273
class_7,0.113349,0.711029,0.225879,0.366416,0.168943,0.54987,0.06303,0.565971,0.149186,0.098496,-0.020523,0.180761,0.053739,-0.111617,-0.085527,-0.04032,-0.066289,0.106908,-0.07161,-0.068615,0.027399,-0.060275,0.056225,-0.053398,-0.386869,0.049349,-0.491548,0.025416,0.005645,-0.093414,-0.288466,-0.020956,-0.132796,-0.153734,-0.050541,-0.058656,0.523863,-0.013887,-0.239578,-0.002831,0.003733
class_4,0.02584,0.044775,0.153849,0.129441,-0.10518,0.53032,0.008432,0.17015,0.008304,0.033909,-0.016553,0.183328,0.332487,0.219757,-0.061253,0.220331,0.376535,0.353978,-0.129953,0.201281,0.138095,0.370113,0.130152,0.265054,-0.00672,-0.041747,0.007305,-0.085026,0.101306,0.321354,-0.064032,0.008612,-0.148072,-0.028734,-0.050541,-0.057203,-0.053978,-0.013947,-0.14187,0.000132,0.00452
class_4,-0.0895,0.13113,0.055824,0.025206,-0.108398,0.251683,-0.172016,0.126883,-0.114331,0.064461,-0.000798,0.187356,0.192715,0.130313,-0.149926,0.369786,0.270686,0.29885,-0.304545,0.405196,0.139421,0.241469,0.259794,0.184471,-0.02744,-0.079161,-0.026173,-0.126015,-0.091234,0.186632,-0.070338,-0.025893,-0.116295,0.012932,0.003514,-0.050444,-0.054001,-0.015082,0.000107,0.001237,0.002304
class_3,-0.177453,-0.235179,-0.193274,-0.250552,-0.156221,-0.212947,-0.08192,-0.189757,-0.117016,-0.149344,-0.098171,-0.171635,-0.15051,-0.102965,-0.177563,-0.140013,-0.094674,-0.112594,-0.043919,-0.109651,-0.134072,-0.157259,-0.056386,-0.100119,-0.026461,-0.221236,0.014197,-0.218265,0.02935,-0.124358,-0.064972,-0.179878,0.220722,0.096266,-0.050541,-0.058677,-0.053978,-0.015208,0.021872,0.000785,0.004129
class_4,0.011506,0.022383,-0.014352,0.05085,-0.025835,-0.019447,0.171265,0.168995,0.151135,0.064975,0.093321,0.127418,-0.06359,0.334262,-0.111903,0.063138,0.052436,0.182215,0.22306,0.177018,0.014356,0.380482,-0.088903,0.146477,0.110171,0.092513,0.156659,0.015991,-0.187347,0.326225,0.001925,0.210829,-0.199319,-0.058496,0.030541,-0.058687,-0.053978,-0.015066,0.058683,-0.001962,0.025764
class_8,-0.233576,-0.24555,0.047782,-0.205079,-0.304295,-0.156994,-0.113248,-0.190087,-0.16998,-0.14908,-0.026966,-0.110352,-0.121689,-0.006109,-0.0574,-0.135366,-0.122043,-0.093328,0.028759,-0.098484,-0.04342,-0.175104,-0.035217,-0.013388,-0.0093,-0.202473,-0.02641,-0.228832,-0.039691,-0.100616,0.010344,-0.127948,0.085558,0.512926,-0.050541,-0.058687,-0.054023,-0.015279,0.009352,-0.000651,0.002304
