label,m1m,m1s,m2m,m2s,m3m,m3s,m4m,m4s,m5m,m5s,m6m,m6s,m7m,m7s,m8m,m8s,m9m,m9s,m10m,m10s,m11m,m11s,m12m,m12s,centm,cents,rollm,rolls,tonnm,tonns,zcrm,zcrs,tempom,onsetm,pitchm,sam,sbm,kurtosis,meauto,skew,timerev
class_9,0.20078325272,0.384632468677,0.159802973238,0.448299163955,0.309344592634,0.0245163389837,0.401681694044,-0.0659536026236,0.170555513966,0.174398599752,0.00216218218587,0.287543133867,0.108828124852,-0.0170263971166,0.238874790703,0.249081609772,0.299148945497,0.252174403837,0.297396050023,0.697461805949,0.114474612164,0.369532050387,-0.396903861216,0.624964729266,-0.343589718995,0.0958636059429,-0.473003300579,0.0418929991511,0.535832000649,0.522881751151,-0.260937927099,0.0149366397561,0.276250572611,0.131986315,-0.0505405405405,0.476180639524,-0.0479689301586,-0.0150953654719,0.248704486885,0.000951322149776,0.0785394240485
class_3,-0.174339087747,-0.25508412764,-0.26368140677,-0.215918034551,-0.145619442564,-0.213084857224,-0.319092111649,-0.206156532984,-0.167799505484,-0.147360092413,-0.158020627532,-0.112076929532,-0.15807156241,-0.158837491833,-0.100905810968,-0.155737242801,-0.128392976365,-0.141502073459,-0.103254434203,-0.111450284549,-0.044780854207,-0.19716485798,-0.0401628071519,-0.119958363646,-5.17545358519e-05,-0.232289920953,0.0798705497089,-0.221287260321,0.0215248182574,-0.136523023499,-0.0490753729264,-0.189855066583,-0.10313042419,0.512926315,-0.0505405405405,-0.0642036436794,-0.0479465415141,-0.0152866047059,0.013148623926,0.00126250481957,0.00259220538603
class_1,0.374944946144,0.131609370803,0.414288107049,0.0890462998309,0.378960844113,-0.137136286432,0.361993353265,0.0896135049449,0.298793211695,-0.0644593879216,0.175722064986,-0.106549538621,0.146627394254,-0.127400992461,0.0402533574958,-0.214090952772,0.0522819612539,-0.0824418308886,-0.0524187801862,-0.205800266683,0.0037566492527,-0.147782486566,-0.0890348413798,-0.0476345224486,-0.454040818783,0.0195611295737,-0.565807048555,-0.00988808435998,0.281058756559,-0.0718484704528,-0.341904540198,-0.077787917589,0.276250572611,-0.153733685,-0.0505405405405,0.476383856448,-0.0474204083689,-0.00371160577066,-0.0447739410515,0.0273117915984,0.00320199274023
class_3,-0.208478211131,-0.126827399864,-0.157119700916,-0.239785368219,-0.197242135722,-0.141472057023,-0.222762249778,-0.163491098532,-0.054677426919,-0.150406424352,-0.254191997624,-0.104264578541,-0.211210770315,-0.0947826422075,-0.117613998629,-0.150328980385,-0.181595789187,-0.0925109110939,-0.0759818958602,-0.111833750207,-0.0602527612095,-0.134459854142,-0.113680164211,-0.114548885367,0.0490969965515,-0.0691052300477,0.0627325153295,-0.0123726475598,-0.0601541837592,-0.168371861953,0.04861389377,-0.0255052842854,0.0148483204791,-0.153733685,-0.0505405405405,-0.0642036436794,-0.0479689301586,-0.0153180018021,-0.00437339387267,0.000633486297105,0.00263120492989
class_4,0.00448071087881,0.110386103422,0.188628077168,-0.0200367808617,0.123532650982,0.150427891199,0.100572928708,0.2197020062,0.0355271895927,0.18581701877,0.0169804239041,0.247336991558,0.116733304742,0.217541640057,0.0113327637804,0.405349962094,-0.0143358474672,0.265120364101,-0.16393650744,0.387551833227,-0.00433219658179,0.249774914509,0.191996372156,0.281533010289,0.00493457577358,-0.0440908701017,0.0274014670674,-0.0366377741379,0.045427830228,0.450633062574,-0.0612239527273,-0.00740762702135,0.165892763443,0.068486315,-0.0505405405405,-0.0642036436794,-0.0479689301586,-0.0148934747403,-0.0993534894753,-0.00213093780339,0.00339855760914
class_7,-0.166643581871,-0.180811041944,-0.335522990571,-0.157574676968,-0.272645484502,-0.136751583572,-0.294169672442,-0.197768488034,-0.275638495094,-0.100821513707,-0.0801442483983,-0.119881651275,-0.13867653994,-0.11438595139,-0.138174218027,-0.209873255528,-0.0227952517493,-0.139144435167,-0.0557235725716,-0.153309047175,-0.111633884929,-0.189020535278,0.0614100244312,-0.134264121285,-0.205081579315,-0.220878658153,-0.278574884168,-0.186215444834,0.0712312369299,-0.0312211286265,-0.197476616487,-0.223787367051,-0.0624021459388,-0.153733685,-0.0505405405405,-0.0641630002947,-0.0479241528697,-0.0153696306471,0.108627482228,0.000771683550671,0.00348950778182
class_9,0.185304439894,0.377089510696,0.153772541222,0.507534716828,0.196674717526,0.356014067059,0.324528593543,0.0165149341856,0.0941777318316,0.307159023853,0.0474440371998,0.272666098288,0.12422456647,0.00866601334537,0.171970861212,0.254900964198,0.266414121997,0.365355075413,0.0425766477202,0.137466860724,-0.0684647733878,0.130213186545,-0.0162397227489,0.170173625546,-0.275884362961,0.33013557989,-0.322959378983,0.364723673615,-0.157502619851,0.253049827374,-0.209823778842,0.259773735481,0.121041684019,0.000112315,-0.0505405405405,0.504905351718,-0.0479465415141,-0.0150007735546,-0.0338380501184,0.000688973842346,-0.107714621435
class_10,0.273544519018,-0.13940827443,-0.251900398117,-0.133077036181,-0.105563505583,-0.131815773301,-0.00848848914149,-0.181932603631,0.0244347664916,-0.0878628863036,0.0650689127799,-0.075952435447,0.0483395700179,-0.10198752817,0.172169743285,-0.150857527255,0.0675113318589,-0.0952509639302,0.0925683348227,-0.0869259126918,0.125761631262,-0.1224771617,0.138296449947,-0.0943659712118,0.4174330224,0.0637893596736,0.380442822264,-0.166982139241,0.0048897944448,-0.113506215876,0.384485412526,0.070663591525,0.081479450543,-0.101101685,0.327837837838,-0.0642239653718,-0.0479577358364,0.021539323785,-0.0745460011182,-0.00445263250213,0.00370750980185
class_4,0.0310327885363,0.13767713774,0.357687808236,0.0804128678086,-0.0825266928003,0.2998329325,0.318939067146,0.0882978590269,0.146234731409,0.13937643396,0.100314458195,0.0371015910799,0.026194291313,0.194858911963,0.0336243039651,0.549552496984,-0.10780284218,0.275154360403,-0.101579385365,0.237346591949,0.239237966717,0.329920074674,0.100259207628,0.244898215028,0.0610269083199,-0.100275294192,0.0358843634813,-0.0926774454139,-4.47745687991e-05,0.318152600096,0.0258353066432,0.0208662161234,-0.0836408186467,-0.153733685,-0.0235135135135,-0.0641630002947,-0.0479129585474,-0.0142703490697,-0.128418520754,-0.0417030050804,-0.00548998579971
class_9,0.26310135601,0.225701509009,0.206782566364,0.505537264689,0.153866562033,0.71296509124,0.548262840012,0.504619569752,0.00233246855427,0.637717993809,0.147291228463,0.400074556836,0.0574194890739,0.374962709301,0.106149268899,0.437329717147,0.0601931095901,0.643816014749,-0.354875449208,0.794199733317,0.155479317396,0.68218471282,0.18144600265,0.83261386666,-0.249632343575,0.476096408621,-0.332432664318,0.420591515286,0.127431091051,0.176077340488,-0.147966147515,0.506086308995,-0.10313042419,0.096266315,0.111621621622,-0.0641934828333,0.69732665592,-0.0148889633129,-0.129325362026,-0.00325133380083,0.0033500628547
