label,m1m,m1s,m2m,m2s,m3m,m3s,m4m,m4s,m5m,m5s,m6m,m6s,m7m,m7s,m8m,m8s,m9m,m9s,m10m,m10s,m11m,m11s,m12m,m12s,centm,cents,rollm,rolls,tonnm,tonns,zcrm,zcrs,tempom,onsetm,pitchm,sam,sbm,kurtosis,meauto,skew,timerev
class_1,0.360091733292,0.198473047844,0.205112091506,-0.0168685542666,0.358697815395,-0.298169160812,0.122131635366,-0.111173401039,0.166763573611,-0.127971645942,0.112277984994,-0.199550389538,0.125266552675,-0.188594505191,0.0851766168058,-0.114007481508,0.0899493900947,-0.0986244235933,0.0671180343621,-0.106908848967,0.0841567696803,-0.115738923192,0.0658619128873,-0.273756551622,-0.486086931356,0.0597088246298,-0.632728836188,0.0418591418691,0.027315592571,-0.0147347111133,-0.344974342344,-0.0571909294384,0.276951386344,-0.153733685,-0.0505405405405,0.483994350684,-0.057839147851,-0.00159811900837,-0.0292208973873,0.0158727296576,0.00341758537862
class_1,0.383993455985,0.0235098469876,0.189249244038,0.12102724991,0.3391849995,-0.220267689672,0.139640134564,-0.253584583525,0.167711766662,-0.130717308345,0.105084490499,-0.135426082064,0.119323841678,-0.13734979349,0.0988374749109,-0.198094970646,0.0996947419062,-0.144173272346,0.0721796177993,-0.114689497592,0.119928378253,-0.251574099184,0.0609413445201,-0.270445201246,-0.470443124892,0.121778162007,-0.601479716682,0.175628211244,0.101310355446,-0.146733320085,-0.335474005085,-0.00561183981771,0.276951386344,-0.153733685,-0.0505405405405,0.94260498481,-0.0578275032896,-0.00296456023536,-0.0430548435843,0.0258931546928,-0.0013939782853
class_1,-0.194440688479,0.0428358307857,-0.134489996825,-0.05772414285,0.108772209616,0.156870329815,0.0393471930179,-0.0508037104254,0.0556568791199,-0.0232483951296,-0.031613442312,-0.0126261488265,-0.0417202503939,-0.046660965138,0.0631480133011,0.145445075557,0.126076981436,-0.0109518930408,0.00863054274897,-0.0600949302049,-0.120916534606,0.0142206078685,-0.0782968921442,-0.0450555033623,-0.0544019197559,-0.0482868832014,-0.0471730470384,0.0853923512058,0.0374626846733,-0.141947521818,-0.102925880766,-0.169991633126,-0.0127690960654,-0.073733685,-0.0505405405405,-0.0573035694327,-0.0578042141668,-0.0108808760612,-0.0573919831237,0.000815234509633,0.00284113044752
class_1,-0.0271909061356,0.0777564166898,-0.235124962255,0.161200434117,-0.153648503912,0.295771892204,-0.374852085112,0.21650505334,-0.211191973111,0.138040675582,-0.0850825753809,-0.0452105576284,0.140800874926,0.0758769160275,0.084036869649,-0.0585690820846,-0.118900302571,0.0279893193508,-0.21495327782,-0.00675029990101,0.306989141324,0.371392023725,0.167230710931,-0.00722143245649,-0.0594764439003,-0.160810195218,-0.0152477085496,-0.0362908924937,-0.0344572713607,0.0487557752496,-0.134057515696,-0.0969921924407,-0.082940004914,-0.020399685,-0.0505405405405,-0.0573035694327,-0.0577925696054,-0.0118353049632,-0.277930012928,0.00124908745822,0.00700372598731
class_1,-0.0101022331109,0.0728927536568,-0.189097023776,-0.029163399222,0.164453823159,0.11646721112,-0.0411143846131,0.246657124656,-0.0490799455514,0.0682833869638,-0.00634019901975,0.0141057728029,0.0581078825985,-0.000280860439133,-0.071466620369,0.113664561389,-0.013062865088,0.0947468018727,0.0127089478098,0.120567117008,0.26846759163,0.0715168377209,0.0726409718204,0.184660737243,-0.0102059860355,0.0122801127867,0.0360105572521,0.0292745952728,-0.0319809515728,0.0498321658635,-0.0505036666148,0.00666614766961,-0.0617013322062,-0.070399685,-0.0235135135135,-0.0573035694327,-0.0577925696054,-0.00860323286176,0.0151839797174,0.00326623874053,-0.0978487245446
class_1,0.042758064496,-0.0841572417112,-0.237439058487,0.0409507589339,-0.225361491886,0.0483294045483,-0.315814478965,0.282339806879,-0.154846946777,0.125169372443,-0.0985686163221,-0.0244818772108,0.0412956063836,0.141596187403,-0.190908217479,0.0354372337494,-0.275335227933,0.242753158983,-0.213084208521,0.160623825562,0.18410878334,0.565409991378,0.035829884003,-0.0143756798853,-0.0167394358715,-0.152652275677,0.0759226487844,-0.133464566461,-0.134557487958,0.0618049414609,-0.134092106401,-0.121418317959,-0.13693620694,-0.028733685,-0.0505405405405,-0.0573035694327,-0.0578042141668,-0.0127172971066,-0.33822031678,0.00174501571418,0.0095593400759
class_1,-0.0857930975213,-0.138097580778,-0.45566962149,-0.0520104519676,-0.219418758229,-0.122833819996,-0.251025873134,-0.031635022696,-0.132819055823,-0.0999749446178,-0.102513786508,-0.0561348414121,0.104153918404,-0.102619637948,0.168780853639,-0.0291623042197,0.0612050690929,-0.0387133604998,0.088564646075,0.067184736926,0.516668839864,0.132637451848,-0.112122305608,-0.0627402467366,-0.110982863966,-0.15241766346,-0.0647504058398,-0.0905209664372,0.253555530501,0.0583770513521,-0.163476910704,-0.158031055421,-0.243362779434,-0.042621685,-0.0505405405405,-0.057293408793,-0.0577925696054,-0.0126122140685,0.34304927873,0.00292690463205,0.00217532329232
class_1,0.0852181857359,0.46062191196,-0.0346169899111,0.410567185988,0.233469570402,-0.0100143210552,0.0129914397718,0.0756588289034,0.113050300565,-0.0650865983216,0.100454350204,-0.0568078505166,0.0631493148235,-0.0139959137301,0.0137410723142,0.0312725981815,0.0223397233898,-0.0379539520555,-0.0334139315154,0.0127327798097,0.0633892826337,-0.0425888821672,0.0560203102784,-0.0579037900514,-0.299168420285,0.276239436791,-0.403022449603,0.308488396698,0.102002173245,-0.0293570636064,-0.220940720178,0.148673360566,-0.120378371119,-0.153733685,-0.0505405405405,0.435030227903,-0.0578042141668,-0.0106984728874,-0.111791054151,-0.00300009134042,-0.00211347255984
class_1,0.264014032142,0.0537983728602,-0.165095330535,0.615172837221,-0.0735116409548,0.561763314779,-0.0746918359018,0.287378807928,-0.0546448864239,0.224000282975,-0.033875876643,0.245324780734,0.217453151141,0.0449694000527,0.0489853735784,0.0144815929466,-0.111913703098,0.219422878941,-0.075968805473,0.0723229011124,0.375126800297,0.429148918047,-0.0186387276904,0.0504220233386,-0.0962984597233,0.189268276395,-0.0506408366909,0.193689366081,0.168807850031,0.310467733121,-0.178074188416,-0.0274986870777,-0.16649960646,-0.153733685,-0.0505405405405,-0.00885763927697,-0.0577925696054,-0.0120385077055,-0.207397789201,0.00428505895159,-0.0123522873582
class_1,-0.225828047096,0.272714676682,0.0424960339354,0.105721343835,-0.144144131901,0.34666866908,-0.117989075721,0.371198288788,0.205895376586,0.193115623434,0.108267800014,0.152444140244,-0.0865898156113,0.529477980592,-0.181487609289,0.370160545112,-0.311699905519,0.256140668671,-0.158018551471,0.219555422965,0.194930733411,0.351487841935,0.0170327141917,0.383109980716,-0.0864665691935,0.0200758239931,-0.158326542245,0.0172726665745,0.130447522872,0.126620216272,-0.0627314810011,0.136804158405,0.217816258412,-0.084767685,-0.0505405405405,-0.0573238907122,-0.0577925696054,-0.0129092861685,-0.137221671531,0.0174300280709,0.0207462976826
