@relation train_samples_wavelet4ap

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_9,-0.316108,0.437737,-0.243265,0.387675,-0.048781,0.062668,0.04732,0.326229,0.059248,0.321285,-0.036603,-0.063116,-0.206705,0.566243,-0.041784,0.589148,0.264803,-0.054177,0.256867,0.032642,-0.11026,0.469873,-0.179464,0.083145,-0.090533,0.416863,-0.214345,0.316478,0.046085,0.023275,-0.027234,0.597026,-0.322714,0.131986,-0.050541,-0.071715,0.501208,-0.012739,-0.122997,0.001527,-0.002935
class_3,0.15186,-0.139069,0.115472,-0.033514,-0.05257,-0.124887,-0.155032,-0.23437,-0.149259,-0.217646,-0.011585,0.024068,0.277764,-0.134704,0.162614,-0.102505,-0.293755,-0.170169,-0.216979,-0.240165,0.283092,-0.061739,0.073934,-0.022556,0.14444,-0.136514,0.212963,-0.133843,-0.028135,-0.202772,0.177082,-0.147793,-0.322714,0.512926,-0.050541,-0.072711,-0.060384,-0.030039,-0.018789,-0.003248,-0.002357
class_1,-0.599765,0.063788,-0.479832,-0.077799,0.022286,0.043697,0.246308,0.099204,0.261005,0.113449,-0.037215,-0.001704,-0.533762,0.029269,-0.382071,0.00712,0.283618,-0.080793,0.223914,-0.188722,-0.365551,-0.062285,-0.120807,-0.148979,-0.465973,0.159561,-0.619511,0.116522,0.006307,-0.031639,-0.409824,0.164937,0.369599,-0.153734,-0.050541,0.522388,-0.062829,0.220657,-0.186913,-0.001049,-0.002888
class_9,-0.295932,0.488877,-0.215403,0.459543,-0.063025,0.144009,-0.001722,0.430893,0.014911,0.417267,-0.033968,-0.01386,-0.166964,0.612134,-0.009974,0.601739,0.173413,0.122996,0.202328,-0.067134,-0.056144,0.531845,-0.228546,0.13057,-0.066427,0.461228,-0.221924,0.328855,0.049679,0.00751,-0.001618,0.641186,-0.322714,0.179606,-0.050541,-0.072902,0.510491,-0.021178,-0.16623,0.002302,-0.002872
class_7,-0.294258,0.635518,-0.205358,0.619453,0.09515,-0.158376,0.199672,-0.033536,0.203744,-0.002996,0.033893,-0.095631,-0.257073,0.587578,-0.215059,0.266643,0.095571,0.541504,0.061929,0.541069,-0.176101,0.404336,0.02731,0.148079,-0.341324,0.135764,-0.410156,0.201962,-0.055997,-0.151888,-0.304415,0.089671,0.369599,-0.153734,-0.050541,-0.072543,0.462341,-0.015603,0.066888,-0.016872,-0.000084
class_4,0.001677,0.151753,-0.016314,0.0984,-0.062041,0.103453,-0.037098,0.112172,-0.037521,0.116026,-0.037556,0.135093,0.009993,0.111185,0.068041,0.052667,0.110948,0.25429,0.104815,0.200363,0.030556,0.171522,0.083129,0.155464,0.116713,0.06887,0.168981,-0.018714,0.003833,0.093072,0.101554,0.222338,0.369599,-0.028734,-0.050541,-0.068413,0.007681,-0.027288,-0.310386,-0.008035,0.001503
class_4,-0.009854,-0.005227,-0.007661,0.039489,-0.19385,-0.032661,-0.244095,-0.000324,-0.229543,-0.013099,-0.091313,-0.053666,0.185011,0.048242,0.278778,0.09304,0.039702,0.118947,0.111516,0.199208,0.256829,0.023773,-0.009675,0.297135,0.362493,-0.122323,0.303138,-0.131596,0.056169,0.099085,0.400868,-0.077216,-0.322714,0.012932,0.003514,-0.073114,-0.054104,-0.030293,-0.267467,-0.000146,-0.003041
class_3,0.104517,-0.142596,0.068911,-0.140787,-0.131677,-0.154517,-0.255103,-0.177303,-0.247225,-0.179002,-0.07191,-0.15292,0.294879,-0.217658,0.237829,-0.163745,-0.320089,-0.175695,-0.200098,-0.211895,0.337535,-0.220019,-0.075097,-0.138469,0.235411,-0.151532,0.246572,-0.155058,-0.017769,-0.165802,0.276483,-0.140427,-0.172716,0.096266,-0.050541,-0.073719,-0.062677,-0.030967,-0.155777,0.006398,-0.003363
class_4,0.1011,-0.061129,0.131756,0.050238,-0.01875,0.171492,-0.091546,0.119769,-0.087382,0.110311,-0.00645,0.230352,0.133904,-0.024118,0.199389,0.002481,0.024783,0.340413,0.058091,0.257561,0.115095,0.175575,-0.151214,0.158523,0.166701,0.071617,0.150009,0.011511,-0.105581,0.187324,0.202085,0.228715,-0.032393,-0.058496,0.030541,-0.066723,-0.054794,-0.026862,-0.157326,0.012344,-0.001797
class_8,0.199331,-0.158771,0.169857,-0.150924,0.030353,-0.2117,-0.045448,-0.224595,-0.051051,-0.228861,0.038671,-0.172494,0.209182,-0.230222,0.080838,-0.183267,-0.127592,-0.196148,-0.138802,-0.230532,0.094378,-0.216907,0.047048,-0.076573,0.034897,-0.164553,0.137838,-0.125117,0.062267,0.006477,-0.002748,-0.163078,-0.322714,0.512926,-0.050541,-0.073002,-0.062149,-0.032466,0.049373,-0.002943,0.005521
