@relation train_samples_wavelet1ap

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_9,-0.211931,0.519666,-0.282919,0.355601,-0.076688,-0.092844,-0.043093,0.094774,-0.044456,0.113591,-0.143394,-0.04329,0.035626,0.451867,0.212796,0.588354,0.135214,0.082966,0.176066,0.289927,0.040644,0.384509,-0.321876,0.224028,-0.264815,0.634545,-0.289604,0.671231,0.010015,0.023761,-0.07943,0.47888,-0.198595,0.131986,-0.050541,-0.073221,0.500964,-0.014208,-0.065946,-0.012955,-0.003521
class_3,0.067194,-0.170974,0.079978,-0.133463,-0.043636,-0.079293,-0.053578,-0.10835,-0.054609,-0.112263,0.021895,-0.131866,0.062476,-0.17992,-0.057613,-0.114665,-0.102872,-0.059304,-0.098244,-0.082056,0.062089,-0.186164,0.118595,-0.156683,0.170757,-0.19698,0.1944,-0.223532,-0.026588,-0.189516,0.141632,-0.120426,-0.08817,0.512926,-0.050541,-0.072328,-0.060471,-0.020744,0.016307,0.00047,-0.005048
class_1,-0.574474,0.133532,-0.558605,-0.075111,-0.065523,-0.094928,0.039147,-0.008119,0.040721,-0.002096,-0.201341,-0.246948,-0.174249,0.021646,-0.042126,-0.217433,0.08959,0.06858,0.066866,0.008232,-0.146067,0.007716,-0.215071,-0.112576,-0.663991,0.290713,-0.718436,0.29441,-0.003096,-0.059013,-0.391386,0.070691,0.27583,-0.153734,-0.050541,0.519808,-0.06323,0.149187,-0.247677,0.026008,-0.003612
class_9,-0.181326,0.598236,-0.320518,0.296718,-0.088671,0.001775,-0.053528,0.149216,-0.052364,0.167333,-0.146763,-0.037157,0.009925,0.365028,0.087386,0.232263,0.042186,0.2038,0.070757,0.214416,0.027451,0.338597,-0.273506,0.141083,-0.254606,0.688304,-0.290691,0.703724,-0.030479,-0.129666,0.006766,0.632488,0.216019,0.179606,-0.050541,-0.074472,0.510378,-0.020344,-0.187999,0.002133,0.003638
class_7,-0.385272,0.297661,-0.238608,0.590177,0.039518,0.046802,0.101768,-0.204623,0.100398,-0.210729,-0.042867,0.320055,-0.1773,-0.230735,-0.069668,-0.144741,0.085466,-0.174461,0.05379,-0.156879,-0.162919,-0.279469,-0.086224,0.058628,-0.41179,0.509256,-0.428681,0.580474,-0.034353,-0.072138,-0.294016,0.0473,-0.017198,-0.153734,-0.050541,-0.073579,0.462009,-0.009688,0.091824,-0.020315,0.001688
class_4,0.222566,0.183273,-0.081033,0.087759,-0.069754,0.020539,-0.1156,0.067597,-0.110816,0.044276,-0.115071,0.076067,0.184985,0.084349,0.165249,0.09383,-0.004966,0.141817,0.024999,0.194541,0.199356,0.098554,0.080158,0.241403,0.158816,-0.064077,0.172226,-0.102356,-0.015244,0.065094,0.168851,0.131901,-0.158287,-0.028734,-0.050541,-0.070004,-0.045376,-0.020504,-0.293236,-0.007191,0.001177
class_4,0.224246,0.051246,-0.143806,0.020812,-0.179564,-0.034442,-0.235306,-0.019037,-0.224733,-0.033625,-0.184446,-0.002309,0.291341,0.031547,0.180971,0.155564,-0.092991,0.047081,-0.041961,0.126224,0.312262,0.010652,0.06803,0.258112,0.254647,-0.215018,0.236021,-0.260479,0.021618,0.036084,0.429525,-0.066158,0.078835,0.012932,0.003514,-0.073579,-0.053979,-0.021891,-0.258976,0.00471,-0.003239
class_3,0.144827,-0.200812,-0.020715,-0.15073,-0.147361,-0.160979,-0.162002,-0.170812,-0.159537,-0.175589,-0.062839,-0.15097,0.16155,-0.187588,-0.01398,-0.135322,-0.168834,-0.182516,-0.128085,-0.188356,0.155198,-0.181012,0.03418,-0.137091,0.21969,-0.235752,0.223011,-0.267206,-0.027144,-0.156024,0.245783,-0.146639,-0.08817,0.096266,-0.050541,-0.075008,-0.062743,-0.021738,-0.157891,-0.001582,-0.003508
class_4,0.161516,-0.039771,0.059998,0.030191,-0.054031,0.176109,-0.081793,0.172329,-0.084078,0.169349,-0.010185,0.116627,0.126737,0.082903,0.061575,0.091012,-0.05447,0.192578,-0.027631,0.181085,0.129257,0.107911,0.001946,0.10326,0.162282,-0.032619,0.170604,-0.054187,-0.087313,0.010657,0.161878,0.109729,-0.2103,-0.058496,0.030541,-0.068217,-0.056738,-0.020747,-0.175507,-0.014945,-0.002156
class_8,0.058743,-0.14119,0.219537,-0.16157,0.037412,-0.177925,0.037266,-0.201659,0.035493,-0.196894,0.113896,-0.17464,-0.023241,-0.216996,-0.042315,-0.130525,-0.012661,-0.159621,-0.016978,-0.152816,-0.042671,-0.222676,0.076996,-0.070418,0.110788,-0.219304,0.149434,-0.231643,0.068092,0.027419,-0.029737,-0.189637,-0.08817,0.512926,-0.050541,-0.074294,-0.062257,-0.022383,0.067343,-0.002424,0.002649
