@relation train_samples_wavelet3dl

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_9,0.200783,0.384632,0.159803,0.448299,0.309345,0.024516,0.401682,-0.065954,0.170556,0.174399,0.002162,0.287543,0.108828,-0.017026,0.238875,0.249082,0.299149,0.252174,0.297396,0.697462,0.114475,0.369532,-0.396904,0.624965,-0.34359,0.095864,-0.473003,0.041893,0.535832,0.522882,-0.260938,0.014937,0.276251,0.131986,-0.050541,0.476181,-0.047969,-0.015095,0.248704,0.000951,0.078539
class_3,-0.174339,-0.255084,-0.263681,-0.215918,-0.145619,-0.213085,-0.319092,-0.206157,-0.1678,-0.14736,-0.158021,-0.112077,-0.158072,-0.158837,-0.100906,-0.155737,-0.128393,-0.141502,-0.103254,-0.11145,-0.044781,-0.197165,-0.040163,-0.119958,-0.000052,-0.23229,0.079871,-0.221287,0.021525,-0.136523,-0.049075,-0.189855,-0.10313,0.512926,-0.050541,-0.064204,-0.047947,-0.015287,0.013149,0.001263,0.002592
class_1,0.374945,0.131609,0.414288,0.089046,0.378961,-0.137136,0.361993,0.089614,0.298793,-0.064459,0.175722,-0.10655,0.146627,-0.127401,0.040253,-0.214091,0.052282,-0.082442,-0.052419,-0.2058,0.003757,-0.147782,-0.089035,-0.047635,-0.454041,0.019561,-0.565807,-0.009888,0.281059,-0.071848,-0.341905,-0.077788,0.276251,-0.153734,-0.050541,0.476384,-0.04742,-0.003712,-0.044774,0.027312,0.003202
class_9,0.121716,0.542478,0.211928,0.328763,0.187339,0.374064,0.330694,-0.044486,0.085727,0.296721,0.050192,0.224754,0.102799,-0.02454,0.147667,0.246199,0.202309,0.373144,-0.019332,-0.037886,-0.090579,0.345099,-0.013405,0.166188,-0.318757,0.176667,-0.412428,0.167538,-0.014582,0.327654,-0.238673,0.091924,-0.244064,0.179606,-0.050541,0.506196,-0.047958,-0.015179,-0.170425,0.001074,0.133472
class_7,0.108773,0.719877,0.23568,0.354108,0.174434,0.558527,0.094934,0.600084,0.178666,0.129215,0.026752,0.282126,0.111166,-0.077418,-0.049282,0.113234,-0.030047,0.057055,-0.099038,-0.065705,0.006436,-0.164713,0.010622,0.073401,-0.388543,0.038424,-0.492822,0.021506,0.012673,-0.082099,-0.291293,-0.021236,-0.121079,-0.153734,-0.050541,-0.06399,0.529725,-0.013857,-0.234934,-0.001474,0.003466
class_4,0.046527,0.049054,0.189955,0.102296,-0.090649,0.512049,0.028882,0.170028,0.039572,0.008576,0.009312,0.117602,0.312205,0.15555,-0.073378,0.278339,0.389414,0.415385,-0.089181,0.195775,0.100893,0.340221,0.075942,0.253576,-0.001496,-0.036857,0.012373,-0.085066,0.122355,0.36159,-0.048825,0.047706,-0.152966,-0.028734,-0.050541,-0.06273,-0.047935,-0.013915,-0.131585,0.000804,0.004592
class_4,-0.071942,0.150829,0.081137,0.025683,-0.09547,0.228119,-0.166185,0.126259,-0.093062,0.074977,-0.002899,0.114817,0.156449,0.104532,-0.183741,0.459112,0.265821,0.369004,-0.275134,0.439102,0.124392,0.195019,0.258751,0.168022,-0.020463,-0.071346,-0.020449,-0.123658,-0.165713,0.230501,-0.055283,-0.01011,-0.121079,0.012932,0.003514,-0.064204,-0.039193,-0.015116,-0.005257,0.001514,0.001897
class_3,-0.186115,-0.210728,-0.219961,-0.220987,-0.172338,-0.217406,-0.125853,-0.196616,-0.141529,-0.148738,-0.129646,-0.138547,-0.167808,-0.079602,-0.188075,-0.130661,-0.110612,-0.10379,-0.044279,-0.113193,-0.094321,-0.137565,0.000636,-0.105346,-0.030016,-0.223632,0.011663,-0.218422,0.009595,-0.146412,-0.067398,-0.180495,0.217115,0.096266,-0.050541,-0.064193,-0.047947,-0.015244,0.009937,0.000849,0.003878
class_4,0.019355,0.036654,-0.011071,0.055178,-0.031908,-0.013059,0.159957,0.132805,0.128136,0.046538,0.070508,0.114474,-0.068205,0.335507,-0.099128,0.097597,0.038242,0.194812,0.218174,0.189849,0.041033,0.378884,-0.070669,0.137686,0.104615,0.091347,0.152524,0.021204,-0.165279,0.331039,-0.002517,0.205582,-0.204393,-0.058496,0.030541,-0.064173,-0.047969,-0.015111,0.043683,-0.001851,0.025533
class_8,-0.237504,-0.239681,0.041081,-0.206812,-0.302846,-0.140245,-0.13686,-0.195856,-0.177272,-0.161946,-0.049933,-0.113546,-0.133289,-0.007979,-0.059817,-0.15358,-0.11897,-0.0965,0.041342,-0.111873,0.002598,-0.1686,0.003257,-0.027088,-0.009372,-0.209314,-0.025918,-0.231592,-0.040688,-0.120344,0.014237,-0.138804,0.121042,0.512926,-0.050541,-0.064214,-0.047969,-0.015308,0.01217,-0.000489,0.002243
class_2,-0.090789,-0.237156,-0.118843,-0.1778,-0.154501,-0.150376,-0.181735,-0.103539,-0.103216,-0.108537,-0.122118,-0.152539,-0.110057,-0.148245,-0.075857,-0.153703,-0.075935,-0.103934,-0.010584,-0.146385,-0.073876,-0.140552,0.051783,-0.120774,0.214003,-0.106023,0.247957,-0.175843,-0.069473,-0.170178,0.234297,-0.051903,-0.039081,-0.107222,0.111622,-0.064234,-0.048003,-0.014905,-0.003405,-0.00143,0.003591
class_5,0.181808,0.400192,0.090868,-0.050376,0.120684,0.160953,0.25245,-0.085258,0.282396,0.009407,0.160783,0.282165,0.157327,0.016488,0.016175,0.01336,0.092851,-0.124679,-0.015339,-0.091658,0.15972,-0.051425,-0.068221,0.026368,0.024445,0.08153,0.110928,0.132429,0.00392,-0.079168,-0.034791,0.084999,-0.301262,-0.153734,-0.050541,-0.063015,-0.047924,-0.011553,0.100664,0.005446,0.003531
class_10,0.152952,-0.195521,-0.288805,-0.152861,-0.037346,-0.210462,-0.156221,-0.173801,0.061313,-0.124591,-0.022778,-0.133969,0.01241,-0.102567,-0.005346,-0.144034,0.067942,-0.09717,0.103061,-0.082817,0.049565,-0.036749,0.098803,-0.087403,0.384501,0.045032,0.409638,-0.218099,0.009298,-0.104206,0.325845,0.071498,0.165893,-0.120948,0.165676,-0.064204,-0.04798,0.108178,-0.019367,-0.007758,0.004165
class_8,-0.252121,-0.155482,0.024127,-0.132919,-0.098467,-0.183823,-0.059209,-0.042144,-0.187126,-0.041203,0.024116,-0.031245,0.026575,-0.077092,-0.294487,-0.075249,-0.131394,0.014299,-0.099994,-0.015654,0.02935,-0.000152,0.169704,0.044041,-0.052276,-0.182124,-0.079453,-0.178453,0.00766,-0.181098,-0.026664,-0.13742,-0.235018,-0.036086,-0.050541,-0.064214,-0.047958,-0.01278,-0.000313,0.004616,0.003542
class_1,0.008034,0.20658,-0.186911,0.188497,0.074298,0.003684,0.016164,0.152636,0.120965,0.054271,0.070141,0.098414,-0.021689,0.291866,0.237692,0.125861,-0.065979,0.197163,0.188539,0.130137,0.25171,0.323953,0.062429,0.146759,-0.137494,0.130691,-0.208376,0.217206,0.052351,0.110734,-0.119731,0.111728,0.217115,-0.07681,-0.023514,-0.064153,-0.047141,-0.014589,0.379428,0.004019,-0.004454
class_8,-0.027954,0.161934,0.040332,0.089934,-0.221268,0.401912,-0.134427,0.148593,-0.071755,0.100243,-0.073443,0.069541,0.118179,-0.000014,0.110922,-0.104858,0.106673,-0.112821,0.083046,-0.116662,0.094729,-0.110774,0.017745,-0.070156,-0.068245,-0.120054,-0.04016,-0.114021,-0.11638,0.175181,-0.133348,-0.052783,0.345214,-0.153734,-0.050541,-0.064173,-0.03804,-0.015311,0.320637,-0.000437,0.004428
class_8,-0.142214,-0.255735,-0.062845,-0.23728,-0.206168,-0.218688,-0.103106,-0.20958,-0.144748,-0.158632,-0.05826,-0.174255,-0.113014,-0.103147,-0.116036,-0.054235,-0.101207,-0.080772,0.061931,-0.075888,-0.026549,-0.128723,-0.002089,-0.097349,0.105376,-0.219353,0.119594,-0.242536,-0.081358,-0.072129,0.095072,-0.113965,-0.204393,-0.153734,-0.050541,-0.064193,-0.047958,-0.015415,-0.005757,0.000726,0.002519
class_2,-0.139219,-0.223202,-0.173216,-0.196727,-0.136351,-0.217716,-0.031699,-0.20477,-0.132861,-0.136574,-0.17832,-0.149517,-0.175955,-0.136926,-0.150664,-0.14829,-0.163972,-0.130468,-0.016696,-0.1279,-0.152174,-0.133964,-0.035262,-0.116856,0.190205,-0.171891,0.217793,-0.206496,0.084746,-0.148834,0.206145,-0.109216,-0.01347,-0.09491,0.003514,-0.064254,-0.047991,-0.015083,-0.011567,0.000417,0.003819
class_5,0.032045,-0.020767,0.035168,0.043038,0.003759,0.047719,-0.123742,0.157931,0.114732,-0.054803,-0.101636,0.204155,0.053065,-0.059617,0.229705,-0.013313,0.103262,-0.012723,0.08745,-0.002899,-0.068196,0.020778,0.165061,0.018105,0.227673,-0.058251,0.295312,-0.1262,0.022102,-0.103697,0.202157,0.111488,0.081479,-0.153734,-0.050541,-0.049145,-0.047857,-0.005815,-0.008016,0.000404,0.003494
class_7,-0.016917,-0.207456,-0.467741,-0.172935,-0.078651,-0.182214,-0.156594,-0.158042,-0.232858,-0.120405,-0.169586,-0.063975,-0.176271,-0.123415,-0.220084,-0.050984,-0.051513,-0.104471,-0.189478,-0.098404,-0.023032,-0.121605,-0.189066,-0.125394,0.348712,-0.117301,0.386288,-0.159152,-0.013344,-0.124653,0.405612,-0.089343,0.081479,-0.122484,0.192703,-0.064254,-0.048003,-0.015302,-0.018499,0.000434,0.003822
class_5,0.06684,-0.143319,0.011362,-0.231551,0.071605,-0.083394,0.119805,-0.247397,0.126413,-0.166592,0.083618,-0.112996,0.049912,0.041435,0.145949,0.028133,0.118319,-0.098542,0.114236,-0.088778,0.100965,-0.184421,0.06686,-0.102769,0.29801,-0.082494,0.323183,-0.111344,0.026306,-0.166699,0.367464,-0.02119,-0.301262,0.179606,-0.050541,-0.064254,-0.048003,-0.000574,0.097699,0.003507,0.003477
